Portfolio,Department/Agency,Outcome,Program,Expense type,Appropriation type,Description,2012-13,2013-14,2014-15,2015-16,2016-17,Source document,Source table,URL
Health and Ageing Portfolio,Department of Health and Ageing,Outcome 1: Population Health,Program 1.4: Regulatory policy,Administered expenses,Ordinary annual services (Appropriation Bill No. 1),,3911003,3174479.063,3564683.416,3826026.153,4102946.507,Department of Health and Ageing PBS,Table 1.5,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
Health and Ageing Portfolio,Department of Health and Ageing,Outcome 1: Population Health,Program 1.4: Regulatory policy,Departmental expenses,Departmental appropriation & Expenses not requiring appropriation in the budget year,Program Support,398447,477729.3335,572545.9585,556209.2204,430925.8871,Department of Health and Ageing PBS,Table 1.5,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
Health and Ageing Portfolio,Department of Health and Ageing,Outcome 1: Population Health,Program 1.4: Regulatory policy,Departmental expenses,Special accounts,OGTR Special Account,267923,278522.7633,298393.0774,363903.7549,266862.7424,Department of Health and Ageing PBS,Table 1.5,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
Health and Ageing Portfolio,Department of Health and Ageing,Outcome 1: Population Health,Program 1.4: Regulatory policy,Departmental expenses,Special accounts,NICNAS Special Account,2818092,2000292.209,2517579.357,3003308.853,2621657.214,Department of Health and Ageing PBS,Table 1.5,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
Health and Ageing Portfolio,Department of Health and Ageing,Outcome 1: Population Health,Program 1.4: Regulatory policy,Departmental expenses,Special accounts,TGA Special Account,277473,311323.619,221396.9501,155144.79,191916.1329,Department of Health and Ageing PBS,Table 1.5,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
Health and Ageing Portfolio,Department of Health and Ageing,Outcome 1: Population Health,Program 1.4: Regulatory policy,Departmental expenses,Special accounts,Expense adjustment,473759,569195.0675,492189.3906,592948.4484,513484.2432,Department of Health and Ageing PBS,Table 1.5,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
Health and Ageing Portfolio,Department of Health and Ageing,Outcome 1: Population Health,Program 1.5: Immunisation,Administered expenses,Ordinary annual services (Appropriation Bill No. 1),,479399,473451.0337,561871.0278,636513.5827,497129.2274,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
Health and Ageing Portfolio,Department of Health and Ageing,Outcome 1: Population Health,Program 1.5: Immunisation,Administered expenses,to Australian Childhood Immunisation Register Special Account,,10051,11352.33091,11914.89581,11583.59365,12496.52072,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
Health and Ageing Portfolio,Department of Health and Ageing,Outcome 1: Population Health,Program 1.5: Immunisation,Administered expenses,Special appropriations,National Health Act 1953 - essential vaccines,857972,625793.5928,517514.9626,522121.0196,432676.9897,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
Health and Ageing Portfolio,Department of Health and Ageing,Outcome 1: Population Health,Program 1.5: Immunisation,Administered expenses,Special accounts,Australian Childhood Immunisation Register Special Account,28914,23659.22067,28306.23449,23349.75498,20407.20919,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
Health and Ageing Portfolio,Department of Health and Ageing,Outcome 1: Population Health,Program 1.5: Immunisation,Departmental expenses,Departmental appropriation & Expenses not requiring appropriation in the budget year,Program Support,455316,537539.7487,474864.2457,459293.7282,436520.2146,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
Health and Ageing Portfolio,Department of Health and Ageing,Outcome 1: Population Health,Program 1.6: Public health,Administered expenses,Ordinary annual services (Appropriation Bill No. 1),,110964,87813.37497,108855.9013,139731.0318,166871.1648,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
Health and Ageing Portfolio,Department of Health and Ageing,Outcome 1: Population Health,Program 1.6: Public health,Administered expenses,Other services (Appropriation Bill No. 2),,190632,184771.3482,232962.0456,229033.649,234697.4258,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
Health and Ageing Portfolio,Department of Health and Ageing,Outcome 1: Population Health,Program 1.6: Public health,Departmental expenses,Departmental appropriation & Expenses not requiring appropriation in the budget year,Program Support,411649,448864.0165,435589.7031,453038.9211,548084.6985,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.","Program 1.1: Budget, Financial Management, Better Regulation and Procurement Framework",Departmental expenses,Departmental appropriation,Budget Advice,483164,571720.0089,693761.2798,543030.305,624876.4968,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.","Program 1.1: Budget, Financial Management, Better Regulation and Procurement Framework",Departmental expenses,Departmental appropriation,Financial Reporting,157794,183839.4653,203125.3513,172862.6627,214403.1011,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.","Program 1.1: Budget, Financial Management, Better Regulation and Procurement Framework",Departmental expenses,Departmental appropriation,Financial Framework,336498,246365.9518,219011.6547,195025.5981,163771.6966,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.","Program 1.1: Budget, Financial Management, Better Regulation and Procurement Framework",Departmental expenses,Departmental appropriation,Deregulation and Regulatory Reform,142697,166422.9911,148890.3034,109238.4413,81005.8423,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.","Program 1.1: Budget, Financial Management, Better Regulation and Procurement Framework",Departmental expenses,Departmental appropriation,Procurement Framework,102244,73207.84002,84830.61001,82973.10653,63810.23677,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.","Program 1.1: Budget, Financial Management, Better Regulation and Procurement Framework",Departmental expenses,Special accounts,Coordinated Procurement Contracting Special Account,229785,280601.3369,206216.2527,153261.0323,120930.8981,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
